,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,gold_labels,G_DA_rep_init,G_DA_greet,G_DA_conf,G_DA_receipt,G_DA_disconf,G_DA_closer,G_DA_comp_check,G_DA_hold,G_DA_partial_req,G_DA_detail_req,G_DA_grant,G_DA_answer,DA_rep_init,DA_greet,DA_conf,DA_receipt,DA_disconf,DA_closer,DA_comp_check,DA_hold,DA_partial_req,DA_detail_req,DA_grant,DA_answer,all_DA
155034,hotels,dlg-b3711cfa-a270-4de5-8cff-e8844c7b6399,hotel-2,15,U,Perfect thank you very much I picked up on sale.,,Perfect thank you very much I picked up on sale.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,answer,"['sequence_closer', 'answer']"
155035,hotels,dlg-b3711cfa-a270-4de5-8cff-e8844c7b6399,hotel-2,16,A,Goodbye.,,Goodbye.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
172195,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,0,A,"Hi, How can I help you?",,"Hi, How can I help you?",greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
172196,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,1,U,"I need assistance finding a hotel in St. Louis, Missouri.","[{'start_index': 37, 'end_index': 56, 'text': 'St. Louis, Missouri', 'annotations': [{'name': 'hotel_search.location.hotel'}]}]","I need assistance finding a hotel in St. Louis, Missouri.",partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,answer,['answer']
172197,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,2,A,"Okay, When?",,"Okay, When?","confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,,confirmation,,,,,,,detail_request,,,"['confirmation', 'detail_request']"
172198,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,3,U,This upcoming Monday to Friday.,"[{'start_index': 0, 'end_index': 30, 'text': 'This upcoming Monday to Friday', 'annotations': [{'name': 'hotel_search.date_range'}]}]",This upcoming Monday to Friday.,answer,,,,,,,,,,,,answer,,greeting,,,,,,,,,,answer,"['greeting', 'answer']"
172199,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,4,A,Do you have any preferences?,,Do you have any preferences?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
172200,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,5,U,"Yeah, A full-size TV, And a balcony.","[{'start_index': 6, 'end_index': 20, 'text': 'A full-size TV', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 26, 'end_index': 35, 'text': 'a balcony', 'annotations': [{'name': 'hotel_search.amenity'}]}]","Yeah, A full-size TV, And a balcony.","confirmation, answer",,,confirmation,,,,,,,,,answer,,,confirmation,,,,,,,,,answer,"['confirmation', 'answer']"
172201,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,6,A,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
172202,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,7,U,I prefer to have a swimming pool.,"[{'start_index': 17, 'end_index': 32, 'text': 'a swimming pool', 'annotations': [{'name': 'hotel_search.amenity'}]}]",I prefer to have a swimming pool.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,,[]
172203,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,8,A,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
172204,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,9,U,And a restaurant in the hotel itself.,"[{'start_index': 4, 'end_index': 16, 'text': 'a restaurant', 'annotations': [{'name': 'hotel_search.amenity'}]}]",And a restaurant in the hotel itself.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,,[]
172205,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,10,A,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
172206,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,11,U,I prefer to have a valet parking.,"[{'start_index': 17, 'end_index': 32, 'text': 'a valet parking', 'annotations': [{'name': 'hotel_search.amenity'}]}]",I prefer to have a valet parking.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,,[]
172207,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,12,A,Got it.,,Got it.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
172208,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,13,U,Let me know what you find.,,Let me know what you find.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
172209,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,14,A,The Drury Inn & Suites and st Louis Convention Center for $178 a night.,"[{'start_index': 0, 'end_index': 53, 'text': 'The Drury Inn & Suites and st Louis Convention Center', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 58, 'end_index': 70, 'text': '$178 a night', 'annotations': [{'name': 'hotel1_detail.price_per_night'}]}]",The Drury Inn & Suites and st Louis Convention Center for $178 a night.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
172210,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,15,U,How are the customer ratings?,,How are the customer ratings?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
172211,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,16,A,4.3 out of 5 stars.,"[{'start_index': 0, 'end_index': 18, 'text': '4.3 out of 5 stars', 'annotations': [{'name': 'hotel1_detail.customer_rating'}]}]",4.3 out of 5 stars.,grant,,,,,,,,,,,grant,,,,,,,,,,,,grant,,['grant']
172212,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,17,U,What type of restaurant's in the hotel?,"[{'start_index': 13, 'end_index': 23, 'text': 'restaurant', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]",What type of restaurant's in the hotel?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
172213,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,18,A,The listing does not say that. Can I put you on hold to find that?,,The listing does not say that.,disconfirmation,,,,,disconfirmation,,,,,,,,,,,,,,,,,,grant,,['grant']
172214,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,18,A,The listing does not say that. Can I put you on hold to find that?,,Can I put you on hold to find that?,hold_request,,,,,,,,hold_request,,,,,,,,,,,,hold_request,,detail_request,,,"['hold_request', 'detail_request']"
172215,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,19,U,"No, You don't have to do that. What floors are available for rooms?",,"No, You don't have to do that.",disconfirmation,,,,,disconfirmation,,,,,,,,,,,,,,,,,,,answer,['answer']
172216,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,19,U,"No, You don't have to do that. What floors are available for rooms?",,What floors are available for rooms?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
172217,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,20,U,What floors are available for rooms?,,What floors are available for rooms?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
172218,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,21,A,"The rooms are available on second, Third and fourth floor.","[{'start_index': 0, 'end_index': 57, 'text': 'The rooms are available on second, Third and fourth floor', 'annotations': [{'name': 'hotel1_detail.other_detail'}]}]","The rooms are available on second, Third and fourth floor.",grant,,,,,,,,,,,grant,,,greeting,,,,,,,,,grant,,"['greeting', 'grant']"
172219,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,22,U,"Okay, I prefer to book a room on fourth floor.","[{'start_index': 6, 'end_index': 45, 'text': 'I prefer to book a room on fourth floor', 'annotations': [{'name': 'hotel_search.other_request'}]}]","Okay, I prefer to book a room on fourth floor.","confirmation, answer",,,confirmation,,,,,,,,,answer,,,confirmation,,,,,,,,,,['confirmation']
172220,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,23,A,"Okay, I'll book a room on the 4th floor.","[{'start_index': 6, 'end_index': 39, 'text': ""I'll book a room on the 4th floor"", 'annotations': [{'name': 'hotel_booked.hotel_booked'}]}]","Okay, I'll book a room on the 4th floor.","confirmation, grant",,,confirmation,,,,,,,,grant,,,,confirmation,,,,,,,,,,['confirmation']
172221,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,24,U,Thank you.,,Thank you.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
172222,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,25,A,You're welcome.,,You're welcome.,receipt,,,,receipt,,,,,,,,,,,,receipt,,,,,,,,,['receipt']
172223,hotels,dlg-f1889012-23e4-41f6-93dc-b548293e6a9d,hotel-11,26,U,Bye.,,Bye.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
176448,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,0,A,"Hello, how can I help you?",,"Hello, how can I help you?",greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
176449,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,1,U,Hi.,,Hi.,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,,,answer,"['greeting', 'answer']"
176450,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,2,U,I would like to find a hotel.,,I would like to find a hotel.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
176451,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,3,A,"Okay, what else?",,"Okay, what else?","confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,,confirmation,,,,,,,detail_request,,,"['confirmation', 'detail_request']"
176452,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,4,U,"Yes, I would like a five-star rating.","[{'start_index': 20, 'end_index': 36, 'text': 'five-star rating', 'annotations': [{'name': 'hotel_search.star_rating'}]}]","Yes, I would like a five-star rating.",confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,answer,"['confirmation', 'answer']"
176453,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,5,A,Can you give me some specifications?,,Can you give me some specifications?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
176454,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,6,A,What are those dates?,,What are those dates?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
176455,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,7,U,The dates are May 27th and the 28th for four people.,"[{'start_index': 14, 'end_index': 35, 'text': 'May 27th and the 28th', 'annotations': [{'name': 'hotel_search.date_range'}]}, {'start_index': 40, 'end_index': 51, 'text': 'four people', 'annotations': [{'name': 'hotel_search.num.guests'}]}]",The dates are May 27th and the 28th for four people.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
176456,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,8,A,"""Is there a particular thing that is most important to you when searching for hotels?""",,"""Is there a particular thing that is most important to you when searching for hotels?""",detail_request,,,,,,,,,,detail_request,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
176457,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,9,U,"Yes, I want the most expensive room.","[{'start_index': 7, 'end_index': 35, 'text': 'want the most expensive room', 'annotations': [{'name': 'hotel_search.other_request'}]}, {'start_index': 21, 'end_index': 30, 'text': 'expensive', 'annotations': [{'name': 'hotel_search.price_range'}]}]","Yes, I want the most expensive room.","confirmation, answer",,,confirmation,,,,,,,,,answer,,,confirmation,,,,,,,,,answer,"['confirmation', 'answer']"
176458,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,10,A,Thank you for the information.,,Thank you for the information.,confirmation,,,confirmation,,,,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
176459,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,11,A,Please wait for one moment.,,Please wait for one moment.,hold_request,,,,,,,,hold_request,,,,,,,,,,,,,,,,,[]
176460,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,12,A,I found a spot for you.,,I found a spot for you.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
176461,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,13,U,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
176462,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,14,A,Riviera Palm Springs.,"[{'start_index': 11, 'end_index': 21, 'text': 'm Springs.', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}]",Riviera Palm Springs.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
176463,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,15,A,"Swanky rooms with marble bathrooms feature Wi-Fi and flat-screen TVs; most have balconies or patios. Upgraded rooms add pool views. Themed suites offer sitting areas or living rooms with pull-out sofas; some have soaking tubs, wet bars and/or patios with fire pits. There's 1 with a Marilyn Monroe art installation. Amenities include a spa, a restaurant and 4 bars. A resort fee covers access to 2 outdoor pools with cabanas, plus a gym, tennis courts and a business center.","[{'start_index': 0, 'end_index': 12, 'text': 'Swanky rooms', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 18, 'end_index': 34, 'text': 'marble bathrooms', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 43, 'end_index': 48, 'text': 'Wi-Fi', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 53, 'end_index': 68, 'text': 'flat-screen TVs', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 80, 'end_index': 89, 'text': 'balconies', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 93, 'end_index': 99, 'text': 'patios', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 101, 'end_index': 115, 'text': 'Upgraded rooms', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 120, 'end_index': 130, 'text': 'pool views', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 132, 'end_index': 145, 'text': 'Themed suites', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 152, 'end_index': 165, 'text': 'sitting areas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 169, 'end_index': 181, 'text': 'living rooms', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 187, 'end_index': 201, 'text': 'pull-out sofas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 213, 'end_index': 225, 'text': 'soaking tubs', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 227, 'end_index': 235, 'text': 'wet bars', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 243, 'end_index': 249, 'text': 'patios', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 255, 'end_index': 264, 'text': 'fire pits', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 266, 'end_index': 314, 'text': ""There's 1 with a Marilyn Monroe art installation"", 'annotations': [{'name': 'hotel1_detail.other_detail'}]}, {'start_index': 336, 'end_index': 339, 'text': 'spa', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 343, 'end_index': 353, 'text': 'restaurant', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 358, 'end_index': 364, 'text': '4 bars', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 396, 'end_index': 411, 'text': '2 outdoor pools', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 417, 'end_index': 424, 'text': 'cabanas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 433, 'end_index': 436, 'text': 'gym', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 438, 'end_index': 451, 'text': 'tennis courts', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 458, 'end_index': 473, 'text': 'business center', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]",Swanky rooms with marble bathrooms feature Wi-Fi and flat-screen TVs; most have balconies or patios.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
176464,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,15,A,"Swanky rooms with marble bathrooms feature Wi-Fi and flat-screen TVs; most have balconies or patios. Upgraded rooms add pool views. Themed suites offer sitting areas or living rooms with pull-out sofas; some have soaking tubs, wet bars and/or patios with fire pits. There's 1 with a Marilyn Monroe art installation. Amenities include a spa, a restaurant and 4 bars. A resort fee covers access to 2 outdoor pools with cabanas, plus a gym, tennis courts and a business center.","[{'start_index': 0, 'end_index': 12, 'text': 'Swanky rooms', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 18, 'end_index': 34, 'text': 'marble bathrooms', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 43, 'end_index': 48, 'text': 'Wi-Fi', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 53, 'end_index': 68, 'text': 'flat-screen TVs', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 80, 'end_index': 89, 'text': 'balconies', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 93, 'end_index': 99, 'text': 'patios', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 101, 'end_index': 115, 'text': 'Upgraded rooms', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 120, 'end_index': 130, 'text': 'pool views', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 132, 'end_index': 145, 'text': 'Themed suites', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 152, 'end_index': 165, 'text': 'sitting areas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 169, 'end_index': 181, 'text': 'living rooms', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 187, 'end_index': 201, 'text': 'pull-out sofas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 213, 'end_index': 225, 'text': 'soaking tubs', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 227, 'end_index': 235, 'text': 'wet bars', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 243, 'end_index': 249, 'text': 'patios', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 255, 'end_index': 264, 'text': 'fire pits', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 266, 'end_index': 314, 'text': ""There's 1 with a Marilyn Monroe art installation"", 'annotations': [{'name': 'hotel1_detail.other_detail'}]}, {'start_index': 336, 'end_index': 339, 'text': 'spa', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 343, 'end_index': 353, 'text': 'restaurant', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 358, 'end_index': 364, 'text': '4 bars', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 396, 'end_index': 411, 'text': '2 outdoor pools', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 417, 'end_index': 424, 'text': 'cabanas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 433, 'end_index': 436, 'text': 'gym', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 438, 'end_index': 451, 'text': 'tennis courts', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 458, 'end_index': 473, 'text': 'business center', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]",Upgraded rooms add pool views.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
176465,hotels,dlg-feca61d7-9b44-482a-a650-4e8105d9ed1d,hotel-14,15,A,"Swanky rooms with marble bathrooms feature Wi-Fi and flat-screen TVs; most have balconies or patios. Upgraded rooms add pool views. Themed suites offer sitting areas or living rooms with pull-out sofas; some have soaking tubs, wet bars and/or patios with fire pits. There's 1 with a Marilyn Monroe art installation. Amenities include a spa, a restaurant and 4 bars. A resort fee covers access to 2 outdoor pools with cabanas, plus a gym, tennis courts and a business center.","[{'start_index': 0, 'end_index': 12, 'text': 'Swanky rooms', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 18, 'end_index': 34, 'text': 'marble bathrooms', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 43, 'end_index': 48, 'text': 'Wi-Fi', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 53, 'end_index': 68, 'text': 'flat-screen TVs', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 80, 'end_index': 89, 'text': 'balconies', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 93, 'end_index': 99, 'text': 'patios', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 101, 'end_index': 115, 'text': 'Upgraded rooms', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 120, 'end_index': 130, 'text': 'pool views', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 132, 'end_index': 145, 'text': 'Themed suites', 'annotations': [{'name': 'hotel1_detail.type.room'}]}, {'start_index': 152, 'end_index': 165, 'text': 'sitting areas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 169, 'end_index': 181, 'text': 'living rooms', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 187, 'end_index': 201, 'text': 'pull-out sofas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 213, 'end_index': 225, 'text': 'soaking tubs', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 227, 'end_index': 235, 'text': 'wet bars', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 243, 'end_index': 249, 'text': 'patios', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 255, 'end_index': 264, 'text': 'fire pits', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 266, 'end_index': 314, 'text': ""There's 1 with a Marilyn Monroe art installation"", 'annotations': [{'name': 'hotel1_detail.other_detail'}]}, {'start_index': 336, 'end_index': 339, 'text': 'spa', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 343, 'end_index': 353, 'text': 'restaurant', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 358, 'end_index': 364, 'text': '4 bars', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 396, 'end_index': 411, 'text': '2 outdoor pools', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 417, 'end_index': 424, 'text': 'cabanas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 433, 'end_index': 436, 'text': 'gym', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 438, 'end_index': 451, 'text': 'tennis courts', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 458, 'end_index': 473, 'text': 'business center', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]","Themed suites offer sitting areas or living rooms with pull-out sofas; some have soaking tubs, wet bars and/or patios with fire pits.",grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
