,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,Gold labels,DA_indicators_sent,DA_rep_init,DA_rep,DA_greet,DA_req_sum,DA_conf,DA_receipt,DA_disconf,DA_inquiry,DA_closer,all_DA
314561,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,43,USER,Can you please tell me where it's located in New Orleans?,"[{'start_index': 45, 'end_index': 56, 'text': 'New Orleans', 'annotations': [{'name': 'restaurant.location'}]}]",Can you please tell me where it's located in New Orleans?,,x,,,,,,,,inquiry,,['inquiry']
314562,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,44,ASSISTANT,It's on 2258 Saint Claude Avenue.,"[{'start_index': 8, 'end_index': 32, 'text': '2258 Saint Claude Avenue', 'annotations': [{'name': 'restaurant.location'}]}]",It's on 2258 Saint Claude Avenue.,,x,,,,,,,,,,[]
314563,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,45,USER,Is it downtown or somewhere else?,"[{'start_index': 6, 'end_index': 14, 'text': 'downtown', 'annotations': [{'name': 'restaurant.sub-location'}]}]",Is it downtown or somewhere else?,,x,,,,,,,,inquiry,,['inquiry']
314564,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,46,ASSISTANT,It is a little outside of the French Quarter.,"[{'start_index': 30, 'end_index': 44, 'text': 'French Quarter', 'annotations': [{'name': 'restaurant.location'}]}]",It is a little outside of the French Quarter.,,x,,,,,,,,,,[]
314565,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,47,USER,"How many miles, please?",,"How many miles, please?",,x,,,,,,,,inquiry,,['inquiry']
314566,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,48,ASSISTANT,Approximately a couple of miles.,,Approximately a couple of miles.,,x,,,,,,,,,,[]
314567,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,49,USER,That's excellent.,,That's excellent.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
314568,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,50,ASSISTANT,"Okay, would you like me to text you the information and directions?",,"Okay, would you like me to text you the information and directions?",,confirmation,,,,,confirmation,,,inquiry,sequence_closer,"['confirmation', 'inquiry', 'sequence_closer']"
314569,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,51,USER,"Yes, please.",,"Yes, please.",,confirmation,,,,,confirmation,,,,,['confirmation']
314570,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,52,ASSISTANT,"Great, I'll send it to you now.",,"Great, I'll send it to you now.",,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
314571,restaurant-search,dlg-44bfa5c9-bf93-483c-9867-87f1f3381186,restaurant-10,53,USER,Thank you.,,Thank you.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
325301,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,0,ASSISTANT,Hello.,,Hello.,,greeting,,,greeting,,,,,,,['greeting']
325302,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,1,USER,"Hi. I'm located in Woodland Hills, California, and I need to find a restaurant for tonight.","[{'start_index': 19, 'end_index': 45, 'text': 'Woodland Hills, California', 'annotations': [{'name': 'restaurant.location'}]}]",Hi.,,greeting,,,greeting,,,,,,,['greeting']
325303,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,1,USER,"Hi. I'm located in Woodland Hills, California, and I need to find a restaurant for tonight.","[{'start_index': 19, 'end_index': 45, 'text': 'Woodland Hills, California', 'annotations': [{'name': 'restaurant.location'}]}]","I'm located in Woodland Hills, California, and I need to find a restaurant for tonight.",,greeting,,,greeting,,,,,,,['greeting']
325304,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,2,ASSISTANT,What type of food were you looking for?,,What type of food were you looking for?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
325305,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,3,USER,"I want something that's regular regular food, but it needs to be a formal place, and they need to have vegetarian dishes.","[{'start_index': 24, 'end_index': 31, 'text': 'regular', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 103, 'end_index': 113, 'text': 'vegetarian', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 65, 'end_index': 79, 'text': 'a formal place', 'annotations': [{'name': 'restaurant.other_description'}]}]","I want something that's regular regular food, but it needs to be a formal place, and they need to have vegetarian dishes.",,greeting,,,greeting,,,,,,,['greeting']
325306,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,4,ASSISTANT,What is your price limit?,,What is your price limit?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
325307,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,5,USER,No more than $100 a plate.,"[{'start_index': 0, 'end_index': 25, 'text': 'No more than $100 a plate', 'annotations': [{'name': 'restaurant.price_range'}]}]",No more than $100 a plate.,,x,,,,,,,,,,[]
325308,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,6,ASSISTANT,Do you prefer any restaurant ratings?,,Do you prefer any restaurant ratings?,,x,,,,,,,,inquiry,,['inquiry']
325309,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,7,USER,No more than four stars.,"[{'start_index': 0, 'end_index': 23, 'text': 'No more than four stars', 'annotations': [{'name': 'restaurant.rating'}]}]",No more than four stars.,,x,,,,,,,,,,[]
325310,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,8,ASSISTANT,Ok. Hold this will just be a second. I found a place.,,Ok.,,x,,,,,,,,,,[]
325311,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,8,ASSISTANT,Ok. Hold this will just be a second. I found a place.,,Hold this will just be a second.,,greeting,,,greeting,,,,,,,['greeting']
325312,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,8,ASSISTANT,Ok. Hold this will just be a second. I found a place.,,I found a place.,,x,,,,,,,,,,[]
325313,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,9,USER,Okay. What's the ratings?,,Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
325314,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,9,USER,Okay. What's the ratings?,,What's the ratings?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
325315,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,10,ASSISTANT,Veggie Grill. Its rated 4.5 stars out of 24400.,"[{'start_index': 0, 'end_index': 12, 'text': 'Veggie Grill', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 24, 'end_index': 33, 'text': '4.5 stars', 'annotations': [{'name': 'restaurant.rating'}]}, {'start_index': 14, 'end_index': 46, 'text': 'Its rated 4.5 stars out of 24400', 'annotations': [{'name': 'restaurant.other_description'}]}]",Veggie Grill.,,x,,,,,,,,,,[]
325316,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,10,ASSISTANT,Veggie Grill. Its rated 4.5 stars out of 24400.,"[{'start_index': 0, 'end_index': 12, 'text': 'Veggie Grill', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 24, 'end_index': 33, 'text': '4.5 stars', 'annotations': [{'name': 'restaurant.rating'}]}, {'start_index': 14, 'end_index': 46, 'text': 'Its rated 4.5 stars out of 24400', 'annotations': [{'name': 'restaurant.other_description'}]}]",Its rated 4.5 stars out of 24400.,,x,,,,,,,,,,[]
325317,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,11,USER,Okay. That sounds good.,,Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
325318,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,11,USER,Okay. That sounds good.,,That sounds good.,,x,,,,,,,,,,[]
325319,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,12,ASSISTANT,"Vegan chain offering sandwiches, salads, faux meats & sides in a modern, counter-service setting.","[{'start_index': 0, 'end_index': 96, 'text': 'Vegan chain offering sandwiches, salads, faux meats & sides in a modern, counter-service setting', 'annotations': [{'name': 'restaurant.offical_description'}]}, {'start_index': 0, 'end_index': 5, 'text': 'Vegan', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 21, 'end_index': 31, 'text': 'sandwiches', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 33, 'end_index': 39, 'text': 'salads', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 41, 'end_index': 51, 'text': 'faux meats', 'annotations': [{'name': 'restaurant.type.food'}]}]","Vegan chain offering sandwiches, salads, faux meats & sides in a modern, counter-service setting.",,x,,,,,,,,,,[]
325320,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,13,USER,"Okay, cool. I'll take that place.",,"Okay, cool.",,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
325321,restaurant-search,dlg-6408f5fa-08b5-47a4-9cf8-e01a176efb97,restaurant-19,13,USER,"Okay, cool. I'll take that place.",,I'll take that place.,,x,,,,,,,,,,[]
333806,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,0,ASSISTANT,"Hi, how can I help you?",,"Hi, how can I help you?",,greeting,,,greeting,,,,,inquiry,,"['greeting', 'inquiry']"
333807,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,1,USER,"Hi, I'm looking for a good restaurant to eat at in New Orleans, Louisiana.","[{'start_index': 51, 'end_index': 73, 'text': 'New Orleans, Louisiana', 'annotations': [{'name': 'restaurant.location'}]}]","Hi, I'm looking for a good restaurant to eat at in New Orleans, Louisiana.",,greeting,,,greeting,,,,,,,['greeting']
333808,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,2,ASSISTANT,Okay and what type of cuisine are you interested in?,,Okay and what type of cuisine are you interested in?,,repair_initiator,repair_initiator,,,,confirmation,,,inquiry,sequence_closer,"['repair_initiator', 'confirmation', 'inquiry', 'sequence_closer']"
333809,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,3,USER,Can you help me to find a good seafood restaurant?,"[{'start_index': 31, 'end_index': 38, 'text': 'seafood', 'annotations': [{'name': 'restaurant.type.food'}]}]",Can you help me to find a good seafood restaurant?,,x,,,,,,,,inquiry,,['inquiry']
333810,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,4,ASSISTANT,"Yes, I can do that for you and then what is your price limit?",,"Yes, I can do that for you and then what is your price limit?",,repair_initiator,repair_initiator,,,,confirmation,,,inquiry,,"['repair_initiator', 'confirmation', 'inquiry']"
333811,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,5,USER,I'm not looking for anything fancy.,"[{'start_index': 1, 'end_index': 34, 'text': ""'m not looking for anything fancy"", 'annotations': [{'name': 'restaurant.other_description'}]}]",I'm not looking for anything fancy.,,greeting,,,greeting,,,,,,,['greeting']
333812,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,6,USER,"But you know what? I want a good variety for you to search, so $100 a plate or less.","[{'start_index': 63, 'end_index': 83, 'text': '$100 a plate or less', 'annotations': [{'name': 'restaurant.price_range'}]}]",But you know what?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
333813,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,6,USER,"But you know what? I want a good variety for you to search, so $100 a plate or less.","[{'start_index': 63, 'end_index': 83, 'text': '$100 a plate or less', 'annotations': [{'name': 'restaurant.price_range'}]}]","I want a good variety for you to search, so $100 a plate or less.",,x,,,,,,,,,,[]
333814,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,7,USER,For desserts $200 a plate or less.,"[{'start_index': 4, 'end_index': 12, 'text': 'desserts', 'annotations': [{'name': 'restaurant.type.meal'}]}, {'start_index': 13, 'end_index': 33, 'text': '$200 a plate or less', 'annotations': [{'name': 'restaurant.price_range'}]}]",For desserts $200 a plate or less.,,x,,,,,,,,,,[]
333815,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,8,ASSISTANT,"Okay, perfect and what time will you be eating?",,"Okay, perfect and what time will you be eating?",,repair_initiator,repair_initiator,,,,confirmation,,,inquiry,sequence_closer,"['repair_initiator', 'confirmation', 'inquiry', 'sequence_closer']"
333816,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,9,USER,"So, let's say 7:30.",,"So, let's say 7:30.",,x,,,,,,,,,,[]
333817,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,10,ASSISTANT,Okay great.,,Okay great.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
333818,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,11,ASSISTANT,Let me look for a restaurant for you.,,Let me look for a restaurant for you.,,x,,,,,,,,,,[]
333819,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,12,ASSISTANT,One moment.,,One moment.,,x,,,,,,,,,,[]
333820,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,13,USER,Alright.,,Alright.,,x,,,,,,,,,,[]
333821,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,14,ASSISTANT,"I have located 2 restaurants, Superior Seafood & Oyster bar rated 4.4. and Peche Seafood Grill rated 4.6.","[{'start_index': 30, 'end_index': 59, 'text': 'Superior Seafood & Oyster bar', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 66, 'end_index': 69, 'text': '4.4', 'annotations': [{'name': 'restaurant.rating'}]}, {'start_index': 75, 'end_index': 94, 'text': 'Peche Seafood Grill', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 101, 'end_index': 104, 'text': '4.6', 'annotations': [{'name': 'restaurant.rating'}]}]","I have located 2 restaurants, Superior Seafood & Oyster bar rated 4.4. and Peche Seafood Grill rated 4.6.",,x,,,,,,,,,,[]
333822,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,15,USER,Great.,,Great.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
333823,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,16,USER,What do they take reservations or can I just walk in?,,What do they take reservations or can I just walk in?,,repair_initiator,repair_initiator,,greeting,,,,,inquiry,,"['repair_initiator', 'greeting', 'inquiry']"
333824,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,17,ASSISTANT,Let me check that for you.,,Let me check that for you.,,x,,,,,,,,,,[]
333825,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,18,USER,Okay.,,Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
333826,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,19,ASSISTANT,Superior seafood has the option to walk in but you can also reserve.,"[{'start_index': 0, 'end_index': 16, 'text': 'Superior seafood', 'annotations': [{'name': 'restaurant.name.restaurant'}]}]",Superior seafood has the option to walk in but you can also reserve.,,x,,,,,,,,,,[]
333827,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,20,USER,Are either of them have a view of water or on the water?,"[{'start_index': 0, 'end_index': 55, 'text': 'Are either of them have a view of water or on the water', 'annotations': [{'name': 'restaurant.other_description'}]}]",Are either of them have a view of water or on the water?,,x,,,,,,,,inquiry,,['inquiry']
333828,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,21,ASSISTANT,Superior seafood does.,"[{'start_index': 0, 'end_index': 16, 'text': 'Superior seafood', 'annotations': [{'name': 'restaurant.name.restaurant'}]}]",Superior seafood does.,,x,,,,,,,,,,[]
333829,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,22,USER,Okay. What is the restaurant style of Superior? Is it formal? Is it family?,"[{'start_index': 38, 'end_index': 46, 'text': 'Superior', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 48, 'end_index': 74, 'text': 'Is it formal? Is it family', 'annotations': [{'name': 'restaurant.other_description'}]}]",Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
333830,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,22,USER,Okay. What is the restaurant style of Superior? Is it formal? Is it family?,"[{'start_index': 38, 'end_index': 46, 'text': 'Superior', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 48, 'end_index': 74, 'text': 'Is it formal? Is it family', 'annotations': [{'name': 'restaurant.other_description'}]}]",What is the restaurant style of Superior?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
333831,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,22,USER,Okay. What is the restaurant style of Superior? Is it formal? Is it family?,"[{'start_index': 38, 'end_index': 46, 'text': 'Superior', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 48, 'end_index': 74, 'text': 'Is it formal? Is it family', 'annotations': [{'name': 'restaurant.other_description'}]}]",Is it formal?,,x,,,,,,,,inquiry,,['inquiry']
333832,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,22,USER,Okay. What is the restaurant style of Superior? Is it formal? Is it family?,"[{'start_index': 38, 'end_index': 46, 'text': 'Superior', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 48, 'end_index': 74, 'text': 'Is it formal? Is it family', 'annotations': [{'name': 'restaurant.other_description'}]}]",Is it family?,,x,,,,,,,,inquiry,,['inquiry']
333833,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,23,ASSISTANT,Both.,,Both.,,x,,,,,,,,,,[]
333834,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,24,USER,Does it have a bar in the restaurant?,"[{'start_index': 15, 'end_index': 18, 'text': 'bar', 'annotations': [{'name': 'restaurant.other_description'}]}]",Does it have a bar in the restaurant?,,x,,,,,,,,inquiry,,['inquiry']
333835,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,25,ASSISTANT,"Yes, it does.",,"Yes, it does.",,confirmation,,,,,confirmation,,,,,['confirmation']
333836,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,26,USER,How would you describe the atmosphere of it?,,How would you describe the atmosphere of it?,,x,,,,,,,,inquiry,,['inquiry']
333837,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,27,ASSISTANT,Rustic.,"[{'start_index': 0, 'end_index': 6, 'text': 'Rustic', 'annotations': [{'name': 'restaurant.offical_description'}]}]",Rustic.,,x,,,,,,,,,,[]
333838,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,28,USER,"Separated from the city, is there attractions. Is it by itself?",,"Separated from the city, is there attractions.",,x,,,,,,,,,,[]
333839,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,28,USER,"Separated from the city, is there attractions. Is it by itself?",,Is it by itself?,,x,,,,,,,,inquiry,,['inquiry']
333840,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,29,ASSISTANT,It is near the convention center.,"[{'start_index': 6, 'end_index': 32, 'text': 'near the convention center', 'annotations': [{'name': 'restaurant.sub-location'}]}]",It is near the convention center.,,x,,,,,,,,,,[]
333841,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,30,USER,Okay sounds good.,,Okay sounds good.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
333842,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,31,ASSISTANT,And a few minutes from the french quarter.,,And a few minutes from the french quarter.,,x,,,,,,,,,,[]
333843,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,32,USER,Are they known for anything special?,,Are they known for anything special?,,greeting,,,greeting,,,,,inquiry,,"['greeting', 'inquiry']"
333844,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,33,ASSISTANT,It looks like they are known for the oysters and crawfish.,"[{'start_index': 37, 'end_index': 44, 'text': 'oysters', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 49, 'end_index': 57, 'text': 'crawfish', 'annotations': [{'name': 'restaurant.type.food'}]}]",It looks like they are known for the oysters and crawfish.,,greeting,,,greeting,,,,,,,['greeting']
333845,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,34,USER,Looks like fish.,"[{'start_index': 11, 'end_index': 15, 'text': 'fish', 'annotations': [{'name': 'restaurant.type.food'}]}]",Looks like fish.,,x,,,,,,,,,,[]
333846,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,35,ASSISTANT,"Okay, great.",,"Okay, great.",,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
333847,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,36,ASSISTANT,Do you want the phone number?,,Do you want the phone number?,,x,,,,,,,,inquiry,,['inquiry']
333848,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,37,USER,"Sure, unless you can make a reservation online for me.",,"Sure, unless you can make a reservation online for me.",,confirmation,,,,,confirmation,,,,,['confirmation']
333849,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,38,ASSISTANT,Here is the phone number.,,Here is the phone number.,,x,,,,,,,,,,[]
333850,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,39,USER,Alright. I got it.,,Alright.,,x,,,,,,,,,,[]
333851,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,39,USER,Alright. I got it.,,I got it.,,x,,,,,,,,,,[]
333852,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,40,ASSISTANT,(504) 293-3474.,"[{'start_index': 0, 'end_index': 14, 'text': '(504) 293-3474', 'annotations': [{'name': 'restaurant.phone'}]}]",(504) 293-3474.,,x,,,,,,,,,,[]
333853,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,41,ASSISTANT,Perfect.,,Perfect.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
333854,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,42,USER,You've been a big help.,,You've been a big help.,,x,,,,,,,,,,[]
333855,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,43,ASSISTANT,"Enjoy your food, bye.",,"Enjoy your food, bye.",,x,,,,,,,,,,[]
333856,restaurant-search,dlg-7a8fa25b-2f4c-4aad-a268-c00e10b5330f,restaurant-10,44,USER,"Thank you, bye.",,"Thank you, bye.",,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
336378,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,0,USER,"Hello. I'm looking for help finding a restaurant in Arcata, California, Please.","[{'start_index': 52, 'end_index': 70, 'text': 'Arcata, California', 'annotations': [{'name': 'restaurant.location'}]}]",Hello.,,greeting,,,greeting,,,,,,,['greeting']
336379,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,0,USER,"Hello. I'm looking for help finding a restaurant in Arcata, California, Please.","[{'start_index': 52, 'end_index': 70, 'text': 'Arcata, California', 'annotations': [{'name': 'restaurant.location'}]}]","I'm looking for help finding a restaurant in Arcata, California, Please.",,x,,,,,,,,,,[]
336380,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,1,ASSISTANT,What do you want to eat in Arcata California.,"[{'start_index': 27, 'end_index': 44, 'text': 'Arcata California', 'annotations': [{'name': 'restaurant.location'}]}]",What do you want to eat in Arcata California.,,repair_initiator,repair_initiator,,,,,,,,,['repair_initiator']
336381,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,2,USER,"Hi, I'm looking for a casual place with entrees less than $15 on average that is kid-friendly with a kids menu. And has table service, Please.","[{'start_index': 20, 'end_index': 34, 'text': 'a casual place', 'annotations': [{'name': 'restaurant.other_description'}]}, {'start_index': 40, 'end_index': 72, 'text': 'entrees less than $15 on average', 'annotations': [{'name': 'restaurant.price_range'}]}, {'start_index': 81, 'end_index': 110, 'text': 'kid-friendly with a kids menu', 'annotations': [{'name': 'restaurant.other_description'}]}, {'start_index': 120, 'end_index': 133, 'text': 'table service', 'annotations': [{'name': 'restaurant.other_description'}]}]","Hi, I'm looking for a casual place with entrees less than $15 on average that is kid-friendly with a kids menu.",,greeting,,,greeting,,,,,,,['greeting']
336382,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,2,USER,"Hi, I'm looking for a casual place with entrees less than $15 on average that is kid-friendly with a kids menu. And has table service, Please.","[{'start_index': 20, 'end_index': 34, 'text': 'a casual place', 'annotations': [{'name': 'restaurant.other_description'}]}, {'start_index': 40, 'end_index': 72, 'text': 'entrees less than $15 on average', 'annotations': [{'name': 'restaurant.price_range'}]}, {'start_index': 81, 'end_index': 110, 'text': 'kid-friendly with a kids menu', 'annotations': [{'name': 'restaurant.other_description'}]}, {'start_index': 120, 'end_index': 133, 'text': 'table service', 'annotations': [{'name': 'restaurant.other_description'}]}]","And has table service, Please.",,x,,,,,,,,,,[]
336383,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,3,ASSISTANT,"Okay, That is a handful of restaurants would you like me to sort them with the four point stars or higher.","[{'start_index': 79, 'end_index': 105, 'text': 'four point stars or higher', 'annotations': [{'name': 'restaurant.rating'}]}]","Okay, That is a handful of restaurants would you like me to sort them with the four point stars or higher.",,greeting,,,greeting,,confirmation,,,,sequence_closer,"['greeting', 'confirmation', 'sequence_closer']"
